ts_server,ts_ms,conn_id,voltage,current,power_kw,energy_kwh,temp_c,enc,seq,dt,d_power,d_energy,power_ma3,power_z,label,codes
1762702329.800767,1762702329800,1,229.24,15.37,3.52,0.804,29.3,1,393,2002,-0.4700000000000002,0.0020000000000000018,3.8333333333333335,-1.414213562373095,NORMAL,
1762702331.802473,1762702331801,1,232.91,15.81,3.68,0.806,28.9,1,394,2001,0.16000000000000014,0.0020000000000000018,3.73,-0.25626988838286935,NORMAL,
1762702333.8040938,1762702333803,1,227.45,14.59,3.32,0.808,28.8,1,395,2002,-0.3600000000000003,0.0020000000000000018,3.5066666666666664,-1.2675004445952576,NORMAL,
1762702335.805522,1762702335804,1,230.01,14.78,3.4,0.81,28.1,1,396,2001,0.08000000000000007,0.0020000000000000018,3.466666666666667,-0.43193421279068106,NORMAL,
1762702337.807172,1762702337806,1,228.01,14.74,3.36,0.812,27.2,1,397,2002,-0.040000000000000036,0.0020000000000000018,3.36,0.0,NORMAL,
1762702339.808424,1762702339807,1,232.87,15.69,3.65,0.814,28.2,1,398,2001,0.29000000000000004,0.0019999999999998908,3.47,1.4027157003585515,NORMAL,
1762702341.810306,1762702341809,1,230.15,15.02,3.46,0.816,28.0,1,399,2002,-0.18999999999999995,0.0020000000000000018,3.4899999999999998,-0.24942329796316032,NORMAL,
1762702343.811906,1762702343811,1,229.44,17.03,3.91,0.818,29.9,1,400,2002,0.4500000000000002,0.0020000000000000018,3.6733333333333333,1.2830859681126605,NORMAL,
1762702345.813598,1762702345812,1,227.24,16.95,3.85,0.82,27.2,1,401,2001,-0.06000000000000005,0.0020000000000000018,3.74,0.5513801778287932,NORMAL,
1762702347.8156679,1762702347814,1,231.95,15.54,3.6,0.822,27.3,1,402,2002,-0.25,0.0020000000000000018,3.7866666666666666,-1.390473133999662,NORMAL,
1762702349.817302,1762702349816,1,228.78,14.98,3.43,0.824,29.6,1,403,2002,-0.16999999999999993,0.0020000000000000018,3.626666666666667,-1.14010992224526,NORMAL,
1762702351.81895,1762702351818,1,231.73,15.5,3.59,0.826,28.9,1,404,2002,0.1599999999999997,0.0020000000000000018,3.5400000000000005,0.6419407387663622,NORMAL,
1762702353.820451,1762702353819,1,228.57,14.89,3.4,0.828,28.1,1,405,2001,-0.18999999999999995,0.0020000000000000018,3.473333333333333,-0.8792968436751745,NORMAL,
1762702355.822057,1762702355821,1,231.2,16.87,3.9,0.83,28.7,1,406,2002,0.5,0.0020000000000000018,3.6300000000000003,1.3102062823673157,NORMAL,
1762702357.824255,1762702357823,1,232.14,16.77,3.89,0.832,29.9,1,407,2002,-0.009999999999999787,0.0020000000000000018,3.73,0.6855743868480512,NORMAL,
1762702359.826325,1762702359825,1,229.7,14.63,3.36,0.834,29.0,1,408,2002,-0.5300000000000002,0.0020000000000000018,3.716666666666667,-1.4140283144435983,NORMAL,
1762702361.828053,1762702361827,1,227.01,14.78,3.36,0.836,28.3,1,409,2002,0.0,0.0020000000000000018,3.5366666666666666,-0.7071067811865476,NORMAL,
1762702363.829637,1762702363828,1,230.09,17.05,3.92,0.838,28.2,1,410,2001,0.56,0.0020000000000000018,3.546666666666667,1.414213562373094,NORMAL,
1762702365.831219,1762702365830,1,232.53,16.06,3.74,0.84,27.2,1,411,2002,-0.17999999999999972,0.0020000000000000018,3.6733333333333333,0.2855977389887707,NORMAL,
1762702367.832733,1762702367832,1,231.5,16.51,3.82,0.843,29.3,1,412,2002,0.07999999999999963,0.0030000000000000027,3.8266666666666667,-0.09053574604252076,NORMAL,
1762702369.834015,1762702369833,1,229.02,17.03,3.9,0.845,30.0,1,413,2001,0.08000000000000007,0.0020000000000000018,3.8200000000000003,1.2247448713915858,NORMAL,
1762702371.8360162,1762702371835,1,227.76,17.46,3.98,0.847,28.8,1,414,2002,0.08000000000000007,0.0020000000000000018,3.9,1.224744871391589,NORMAL,
1762702373.837982,1762702373836,1,230.52,17.26,3.98,0.849,28.3,1,415,2001,0.0,0.0020000000000000018,3.953333333333333,0.7071067811865515,NORMAL,
1762702375.839287,1762702375838,1,228.37,16.14,3.69,0.851,28.2,1,416,2002,-0.29000000000000004,0.0020000000000000018,3.8833333333333333,-1.4142135623730951,NORMAL,
1762702377.8413482,1762702377840,1,227.74,15.9,3.62,0.853,27.2,1,417,2002,-0.06999999999999984,0.0020000000000000018,3.763333333333333,-0.9196940499270275,NORMAL,
1762702379.841656,1762702379841,1,227.89,15.65,3.57,0.855,27.6,1,418,2001,-0.050000000000000266,0.0020000000000000018,3.626666666666667,-1.1513852845136217,NORMAL,
1762702381.843487,1762702381842,1,227.57,17.23,3.92,0.857,28.3,1,419,2001,0.3500000000000001,0.0020000000000000018,3.703333333333333,1.4018260516447003,NORMAL,
1762702383.845379,1762702383844,1,230.42,16.12,3.71,0.859,29.1,1,420,2002,-0.20999999999999996,0.0020000000000000018,3.733333333333333,-0.16222142113076007,NORMAL,
1762702385.846637,1762702385846,1,231.87,15.3,3.55,0.861,27.9,1,421,2002,-0.16000000000000014,0.0020000000000000018,3.7266666666666666,-1.1660326493712803,NORMAL,
1762702387.848338,1762702387847,1,227.81,15.31,3.49,0.863,29.7,1,422,2001,-0.05999999999999961,0.0020000000000000018,3.5833333333333335,-1.0051414220648334,NORMAL,
1762702389.8501408,1762702389849,1,232.36,15.2,3.53,0.865,27.6,1,423,2002,0.03999999999999959,0.0020000000000000018,3.5233333333333334,0.2672612419124146,NORMAL,
1762702391.851556,1762702391850,1,230.33,15.76,3.63,0.867,28.3,1,424,2001,0.10000000000000009,0.0020000000000000018,3.5499999999999994,1.358732440973526,NORMAL,
1762702393.853229,1762702393852,1,229.27,17.33,3.97,0.87,28.1,1,425,2002,0.3400000000000003,0.0030000000000000027,3.7100000000000004,1.3805850345393356,NORMAL,
1762702395.854975,1762702395854,1,232.15,16.89,3.92,0.872,29.4,1,426,2002,-0.050000000000000266,0.0020000000000000018,3.84,0.5337288345618308,NORMAL,
1762702397.856531,1762702397855,1,228.96,14.75,3.38,0.874,29.4,1,427,2001,-0.54,0.0020000000000000018,3.7566666666666664,-1.4100785067520116,NORMAL,
1762702399.857665,1762702399857,1,228.42,16.17,3.69,0.876,28.6,1,428,2002,0.31000000000000005,0.0020000000000000018,3.6633333333333336,0.12052239146818643,NORMAL,
1762702401.859655,1762702401858,1,228.91,17.18,3.93,0.878,27.3,1,429,2001,0.2400000000000002,0.0020000000000000018,3.6666666666666665,1.1696325633237135,NORMAL,
1762702403.860901,1762702403859,1,230.52,16.95,3.91,0.88,29.6,1,430,2001,-0.020000000000000018,0.0020000000000000018,3.8433333333333337,0.6131393394849631,NORMAL,
1762702405.862985,1762702405861,1,229.97,17.2,3.96,0.882,29.1,1,431,2002,0.04999999999999982,0.0020000000000000018,3.9333333333333336,1.297771369046092,NORMAL,
1762702407.8648262,1762702407862,1,228.94,17.11,3.92,0.884,28.1,1,432,2001,-0.040000000000000036,0.0020000000000000018,3.9299999999999997,-0.46291004988626694,NORMAL,
1762702409.866524,1762702409865,1,232.33,15.7,3.65,0.886,29.0,1,433,2003,-0.27,0.0020000000000000018,3.8433333333333333,-1.4042307536080612,NORMAL,
1762702411.868165,1762702411867,1,228.6,15.66,3.58,0.888,27.7,1,434,2002,-0.06999999999999984,0.0020000000000000018,3.716666666666667,-0.9322998661004523,NORMAL,
1762702413.8697531,1762702413868,1,229.93,15.72,3.61,0.89,27.3,1,435,2001,0.029999999999999805,0.0020000000000000018,3.6133333333333333,-0.11624763874382221,NORMAL,
1762702415.870008,1762702415869,1,232.47,16.42,3.82,0.893,27.6,1,436,2001,0.20999999999999996,0.0030000000000000027,3.67,1.404878717372541,NORMAL,
1762702417.872756,1762702417871,1,231.99,14.98,3.47,0.894,27.8,1,437,2002,-0.34999999999999964,0.0010000000000000009,3.6333333333333333,-1.1355499479153373,NORMAL,
1762702419.875695,1762702419874,1,229.03,16.66,3.82,0.897,28.5,1,438,2003,0.34999999999999964,0.0030000000000000027,3.703333333333333,0.7071067811865485,NORMAL,
1762702421.878891,1762702421877,1,231.25,15.32,3.54,0.899,29.6,1,439,2003,-0.2799999999999998,0.0020000000000000018,3.61,-0.46291004988627515,NORMAL,
1762702423.880977,1762702423879,1,227.79,17.07,3.89,0.901,27.6,1,440,2002,0.3500000000000001,0.0020000000000000018,3.75,0.9258200997725524,NORMAL,
1762702425.884064,1762702425882,1,232.2,15.98,3.71,0.903,28.1,1,441,2003,-0.18000000000000016,0.0020000000000000018,3.7133333333333334,-0.023325300446383576,NORMAL,
1762702427.887149,1762702427885,1,231.49,16.05,3.72,0.905,29.6,1,442,2003,0.010000000000000231,0.0020000000000000018,3.7733333333333334,-0.645707449817008,NORMAL,
1762702429.8889952,1762702429888,1,230.0,15.06,3.46,0.907,28.3,1,443,2003,-0.26000000000000023,0.0020000000000000018,3.6300000000000003,-1.4133986884579202,NORMAL,
1762702431.892448,1762702431891,1,230.58,16.08,3.71,0.909,29.8,1,444,2003,0.25,0.0020000000000000018,3.6300000000000003,0.6651287945684284,NORMAL,
1762702433.895539,1762702433894,1,228.94,16.42,3.76,0.911,28.0,1,445,2003,0.04999999999999982,0.0020000000000000018,3.643333333333333,0.8890008890013341,NORMAL,
1762702435.89713,1762702435895,1,231.2,15.38,3.56,0.913,29.0,1,446,2001,-0.19999999999999973,0.0020000000000000018,3.6766666666666663,-1.3728129459672846,NORMAL,
1762702437.8993669,1762702437898,1,232.38,17.27,4.01,0.915,27.1,1,447,2003,0.44999999999999973,0.0020000000000000018,3.776666666666667,1.267500444595258,NORMAL,
1762702439.900492,1762702439899,1,232.68,17.08,3.97,0.917,28.7,1,448,2001,-0.03999999999999959,0.0020000000000000018,3.846666666666667,0.6064758888541384,NORMAL,
1762702441.9035351,1762702441902,1,228.61,15.09,3.45,0.919,28.1,1,449,2003,-0.52,0.0020000000000000018,3.81,-1.4113126084211551,NORMAL,
1762702443.904997,1762702443903,1,232.4,16.93,3.93,0.921,28.7,1,450,2001,0.48,0.0020000000000000018,3.783333333333333,0.6207659127814116,NORMAL,
1762702445.9069152,1762702445906,1,230.52,14.9,3.43,0.923,29.6,1,451,2003,-0.5,0.0020000000000000018,3.6033333333333335,-0.7499306678990892,NORMAL,
1762702447.909654,1762702447908,1,232.05,14.64,3.4,0.925,27.1,1,452,2002,-0.03000000000000025,0.0020000000000000018,3.5866666666666664,-0.767916254679393,NORMAL,
1762702449.911808,1762702449911,1,228.09,16.25,3.71,0.927,29.0,1,453,2003,0.31000000000000005,0.0020000000000000018,3.513333333333333,1.4087606657821488,NORMAL,
1762702451.915209,1762702451913,1,231.65,17.15,3.97,0.929,28.1,1,454,2002,0.26000000000000023,0.0020000000000000018,3.6933333333333334,1.1874118016668094,NORMAL,
1762702453.918314,1762702453916,1,229.99,16.0,3.68,0.932,27.6,1,455,2003,-0.29000000000000004,0.0030000000000000027,3.7866666666666666,-0.8191674960786187,NORMAL,
1762702455.921275,1762702455919,1,232.5,17.1,3.98,0.934,29.7,1,456,2003,0.2999999999999998,0.0020000000000000018,3.876666666666667,0.7427413770332765,NORMAL,
1762702457.924323,1762702457923,1,227.15,16.04,3.64,0.936,29.2,1,457,2004,-0.33999999999999986,0.0020000000000000018,3.766666666666667,-0.834812072811121,NORMAL,
1762702459.9262562,1762702459925,1,232.26,15.09,3.51,0.938,28.2,1,458,2002,-0.13000000000000034,0.0019999999999998908,3.7099999999999995,-1.0092946653787318,NORMAL,
1762702461.929673,1762702461928,1,232.68,17.26,4.02,0.94,27.6,1,459,2003,0.5099999999999998,0.0020000000000000018,3.723333333333333,1.3710166878722883,NORMAL,
1762702463.932789,1762702463931,1,231.18,16.44,3.8,0.942,29.1,1,460,2003,-0.21999999999999975,0.0020000000000000018,3.776666666666666,0.11171793314798409,NORMAL,
1762702465.935866,1762702465934,1,230.59,14.79,3.41,0.944,28.5,1,461,2003,-0.3899999999999997,0.0020000000000000018,3.7433333333333336,-1.3215217891996256,NORMAL,
1762702467.9376152,1762702467936,1,229.29,14.99,3.44,0.946,29.1,1,462,2002,0.029999999999999805,0.0020000000000000018,3.5500000000000003,-0.6207659127814126,NORMAL,
1762702469.940803,1762702469939,1,229.68,15.26,3.51,0.948,28.9,1,463,2003,0.06999999999999984,0.0020000000000000018,3.453333333333333,1.352447383098745,NORMAL,
1762702471.943837,1762702471942,1,229.48,17.23,3.95,0.95,28.9,1,464,2003,0.4400000000000004,0.0020000000000000018,3.633333333333333,1.4028349590641245,NORMAL,
1762702473.946927,1762702473945,1,227.87,14.97,3.41,0.952,29.3,1,465,2003,-0.54,0.0020000000000000018,3.6233333333333335,-0.9094726764851273,NORMAL,
1762702475.947152,1762702475946,1,229.17,14.99,3.43,0.954,29.7,1,466,2001,0.020000000000000018,0.0020000000000000018,3.596666666666667,-0.6667259338283325,NORMAL,
1762702477.9505332,1762702477949,1,229.92,16.33,3.75,0.956,28.0,1,467,2003,0.31999999999999984,0.0020000000000000018,3.53,1.4122696252860145,NORMAL,
1762702479.952998,1762702479952,1,231.21,16.85,3.9,0.958,29.9,1,468,2003,0.1499999999999999,0.0020000000000000018,3.6933333333333334,1.0543363869697255,NORMAL,
1762702481.956407,1762702481955,1,229.15,15.89,3.64,0.96,28.5,1,469,2003,-0.2599999999999998,0.0020000000000000018,3.7633333333333336,-1.1573808071162333,NORMAL,
1762702483.959454,1762702483958,1,228.98,16.24,3.72,0.962,27.3,1,470,2003,0.08000000000000007,0.0020000000000000018,3.7533333333333334,-0.3065696697424821,NORMAL,
1762702485.962647,1762702485961,1,231.47,15.77,3.65,0.964,27.5,1,471,2003,-0.07000000000000028,0.0020000000000000018,3.67,-0.5619514869490158,NORMAL,
1762702487.965652,1762702487964,1,229.96,14.61,3.36,0.966,28.8,1,472,2003,-0.29000000000000004,0.0020000000000000018,3.5766666666666667,-1.3902351917501596,NORMAL,
1762702489.9677958,1762702489967,1,227.1,15.02,3.41,0.968,29.0,1,473,2003,0.050000000000000266,0.0020000000000000018,3.473333333333333,-0.5003466204922348,NORMAL,
1762702491.971188,1762702491969,1,230.37,17.28,3.98,0.97,28.7,1,474,2002,0.5699999999999998,0.0020000000000000018,3.5833333333333335,1.4104833683516935,NORMAL,
1762702493.973984,1762702493972,1,232.03,15.74,3.65,0.972,27.6,1,475,2003,-0.33000000000000007,0.0020000000000000018,3.68,-0.12838814775327498,NORMAL,
1762702495.9761899,1762702495974,1,232.21,16.31,3.79,0.974,27.3,1,476,2002,0.14000000000000012,0.0020000000000000018,3.8066666666666666,-0.12324096461179052,NORMAL,
1762702497.977848,1762702497977,1,229.43,17.09,3.92,0.976,27.1,1,477,2003,0.1299999999999999,0.0020000000000000018,3.7866666666666666,1.2093481103138004,NORMAL,
1762702499.9792519,1762702499978,1,230.61,16.52,3.81,0.979,27.4,1,478,2001,-0.10999999999999988,0.0030000000000000027,3.84,-0.524890659167821,NORMAL,
1762702501.980927,1762702501980,1,232.75,15.5,3.61,0.981,29.5,1,479,2002,-0.20000000000000018,0.0020000000000000018,3.78,-1.3247870503386334,NORMAL,
1762702503.9826372,1762702503981,1,230.27,15.02,3.46,0.982,27.5,1,480,2001,-0.1499999999999999,0.0010000000000000009,3.6266666666666665,-1.1624763874381916,NORMAL,
1762702505.983712,1762702505983,1,230.54,14.57,3.36,0.984,27.4,1,481,2002,-0.10000000000000009,0.0020000000000000018,3.4766666666666666,-1.1355499479153381,NORMAL,
1762702507.985246,1762702507984,1,230.38,17.14,3.95,0.987,29.6,1,482,2001,0.5900000000000003,0.0030000000000000027,3.59,1.3963701331115397,NORMAL,
1762702509.987103,1762702509986,1,229.46,16.05,3.68,0.989,28.1,1,483,2002,-0.27,0.0020000000000000018,3.6633333333333336,0.06911194974278125,NORMAL,
1762702511.989056,1762702511988,1,227.71,14.88,3.39,0.99,29.1,1,484,2002,-0.29000000000000004,0.0010000000000000009,3.673333333333334,-1.2390617894790596,NORMAL,
1762702513.991116,1762702513989,1,229.2,15.04,3.45,0.992,27.7,1,485,2001,0.06000000000000005,0.0020000000000000018,3.5066666666666664,-0.45337363500326144,NORMAL,
1762702515.992343,1762702515991,1,229.6,14.63,3.36,0.994,28.1,1,486,2002,-0.0900000000000003,0.0020000000000000018,3.4,-1.0690449676496954,NORMAL,
1762702517.9944708,1762702517993,1,232.44,15.49,3.6,0.996,27.9,1,487,2002,0.2400000000000002,0.0020000000000000018,3.47,1.3131983079178717,NORMAL,
1762702519.99457,1762702519994,1,232.01,16.33,3.79,0.998,28.7,1,488,2001,0.18999999999999995,0.0020000000000000018,3.5833333333333335,1.1746301215572024,NORMAL,
1762702521.9969401,1762702521995,1,228.97,17.33,3.97,1.001,29.2,1,489,2001,0.18000000000000016,0.0029999999999998916,3.786666666666667,1.2135633995118897,NORMAL,
1762702523.998892,1762702523997,1,229.53,15.43,3.54,1.003,30.0,1,490,2002,-0.43000000000000016,0.0020000000000000018,3.766666666666667,-1.2855384111076458,NORMAL,
1762702525.999943,1762702525999,1,228.85,17.1,3.91,1.005,27.2,1,491,2002,0.3700000000000001,0.0020000000000000018,3.8066666666666666,0.5434416491770154,NORMAL,
1762702528.0016232,1762702528000,1,228.33,15.96,3.64,1.007,29.1,1,492,2001,-0.27,0.0020000000000000018,3.6966666666666668,-0.362606076224618,NORMAL,
1762702530.00305,1762702530002,1,228.0,16.16,3.69,1.009,29.1,1,493,2002,0.04999999999999982,0.0020000000000000018,3.7466666666666666,-0.48315735938272353,NORMAL,
1762702532.005246,1762702532004,1,231.3,17.26,3.99,1.011,27.3,1,494,2002,0.30000000000000027,0.0020000000000000018,3.7733333333333334,1.4018260516446994,NORMAL,
1762702534.006963,1762702534005,1,228.05,14.8,3.38,1.013,27.3,1,495,2001,-0.6100000000000003,0.0020000000000000018,3.686666666666666,-1.2313823129204289,NORMAL,
1762702536.007958,1762702536007,1,227.7,15.81,3.6,1.015,27.9,1,496,2002,0.2200000000000002,0.0020000000000000018,3.6566666666666667,-0.22465870416393582,NORMAL,
1762702538.0097961,1762702538009,1,227.22,15.56,3.54,1.017,28.3,1,497,2002,-0.06000000000000005,0.0020000000000000018,3.5066666666666664,0.35897907930887224,NORMAL,
1762702540.0118,1762702540010,1,232.24,16.53,3.84,1.019,27.6,1,498,2001,0.2999999999999998,0.0020000000000000018,3.66,1.3887301496588258,NORMAL,
1762702542.013746,1762702542012,1,229.41,17.07,3.92,1.021,29.1,1,499,2002,0.08000000000000007,0.0020000000000000018,3.766666666666667,0.9374100178301032,NORMAL,
1762702544.015761,1762702544014,1,227.31,16.9,3.84,1.023,29.4,1,500,2002,-0.08000000000000007,0.0020000000000000018,3.8666666666666667,-0.7071067811865515,NORMAL,
1762702546.0172899,1762702546016,1,228.76,16.91,3.87,1.025,28.2,1,501,2002,0.03000000000000025,0.0020000000000000018,3.8766666666666665,-0.20203050891043325,NORMAL,
1762702548.0193899,1762702548018,1,229.57,15.37,3.53,1.027,29.9,1,502,2002,-0.3400000000000003,0.0020000000000000018,3.7466666666666666,-1.4097163168784623,NORMAL,
1762702550.0211341,1762702550020,1,231.45,15.48,3.58,1.029,29.5,1,503,2002,0.050000000000000266,0.0020000000000000018,3.66,-0.5337288345618308,NORMAL,
1762702552.023319,1762702552021,1,227.44,15.62,3.55,1.031,28.8,1,504,2001,-0.03000000000000025,0.0020000000000000018,3.5533333333333332,-0.16222142113076538,NORMAL,
1762702554.0253959,1762702554024,1,227.02,15.63,3.55,1.033,29.2,1,505,2003,0.0,0.0020000000000000018,3.56,-0.707106781186558,NORMAL,
1762702556.0275269,1762702556026,1,230.28,15.56,3.58,1.035,30.0,1,506,2002,0.03000000000000025,0.0020000000000000018,3.56,1.4142135623730847,NORMAL,
1762702558.028775,1762702558027,1,231.44,15.67,3.63,1.037,29.3,1,507,2001,0.04999999999999982,0.0020000000000000018,3.5866666666666664,1.3131983079178768,NORMAL,
1762702560.030512,1762702560029,1,229.76,17.35,3.99,1.04,28.2,1,508,2002,0.3600000000000003,0.0030000000000001137,3.733333333333333,1.405352858026398,NORMAL,
1762702562.0320551,1762702562031,1,229.05,16.18,3.71,1.042,29.6,1,509,2002,-0.28000000000000025,0.0020000000000000018,3.776666666666667,-0.43193421279068106,NORMAL,
1762702564.0337322,1762702564032,1,230.26,15.43,3.55,1.044,27.5,1,510,2001,-0.16000000000000014,0.0020000000000000018,3.75,-1.0998533626601497,NORMAL,
1762702566.034882,1762702566034,1,231.53,15.53,3.6,1.046,29.7,1,511,2002,0.050000000000000266,0.0020000000000000018,3.6199999999999997,-0.29925280083228334,NORMAL,
1762702568.040811,1762702568035,1,228.57,16.4,3.75,1.048,28.7,1,512,2001,0.1499999999999999,0.0020000000000000018,3.6333333333333333,1.372812945967288,NORMAL,
1762702570.0402958,1762702570038,1,231.29,16.09,3.72,1.05,29.1,1,513,2003,-0.029999999999999805,0.0020000000000000018,3.69,0.46291004988627965,NORMAL,
1762702572.0421288,1762702572040,1,227.44,14.95,3.4,1.052,28.5,1,514,2002,-0.3200000000000003,0.0020000000000000018,3.6233333333333335,-1.4099796152783366,NORMAL,
1762702574.0439,1762702574042,1,232.25,16.15,3.75,1.054,28.0,1,515,2002,0.3500000000000001,0.0020000000000000018,3.6233333333333335,0.7996899310533828,NORMAL,
1762702576.045603,1762702576044,1,228.62,16.57,3.79,1.056,29.3,1,516,2002,0.040000000000000036,0.0020000000000000018,3.646666666666667,0.8181946180582884,NORMAL,
1762702578.0476549,1762702578046,1,227.29,16.52,3.75,1.058,28.4,1,517,2002,-0.040000000000000036,0.0020000000000000018,3.763333333333333,-0.7071067811865397,NORMAL,
1762702580.0490298,1762702580047,1,227.89,15.35,3.5,1.06,27.1,1,518,2001,-0.25,0.0020000000000000018,3.6799999999999997,-1.4027157003585515,NORMAL,
1762702582.050774,1762702582049,1,232.46,16.12,3.75,1.062,28.8,1,519,2002,0.25,0.0020000000000000018,3.6666666666666665,0.7071067811865488,NORMAL,
1762702584.052866,1762702584051,1,232.46,15.81,3.67,1.064,27.1,1,520,2002,-0.08000000000000007,0.0020000000000000018,3.64,0.2877882657259838,NORMAL,
1762702586.054537,1762702586053,1,232.89,17.38,4.05,1.066,29.0,1,521,2002,0.3799999999999999,0.0020000000000000018,3.823333333333333,1.3857365480966806,NORMAL,
1762702588.0565062,1762702588055,1,232.8,16.74,3.9,1.068,29.8,1,522,2002,-0.1499999999999999,0.0020000000000000018,3.873333333333333,0.17063815351746855,NORMAL,
1762702590.058368,1762702590057,1,227.42,15.3,3.48,1.07,27.7,1,523,2002,-0.41999999999999993,0.0020000000000000018,3.81,-1.3678940092779697,NORMAL,
1762702592.060502,1762702592059,1,230.45,15.55,3.58,1.072,29.3,1,524,2002,0.10000000000000009,0.0020000000000000018,3.6533333333333338,-0.4093776101606349,NORMAL,
1762702594.062369,1762702594060,1,228.01,16.57,3.78,1.074,27.8,1,525,2001,0.19999999999999973,0.0020000000000000018,3.6133333333333333,1.3363062095621216,NORMAL,
1762702596.0617568,1762702596061,1,227.95,16.13,3.68,1.076,28.7,1,526,2001,-0.09999999999999964,0.0020000000000000018,3.6799999999999997,5.4389598220420804e-15,NORMAL,
1762702598.06402,1762702598062,1,228.58,14.75,3.37,1.078,29.7,1,527,2001,-0.31000000000000005,0.0020000000000000018,3.61,-1.3749875670812473,NORMAL,
1762702600.065147,1762702600064,1,230.41,14.53,3.35,1.08,28.4,1,528,2002,-0.020000000000000018,0.0020000000000000018,3.466666666666667,-0.7722676178712038,NORMAL,
1762702602.06827,1762702602067,1,230.91,17.07,3.94,1.082,28.4,1,529,2003,0.5899999999999999,0.0020000000000000018,3.5533333333333332,1.413583389198529,NORMAL,
1762702604.070559,1762702604069,1,228.27,15.81,3.61,1.084,29.9,1,530,2002,-0.33000000000000007,0.0020000000000000018,3.6333333333333333,-0.09664600284835934,NORMAL,
1762702606.072649,1762702606071,1,231.71,16.18,3.75,1.086,27.6,1,531,2002,0.14000000000000012,0.0020000000000000018,3.766666666666667,-0.1232409646117938,NORMAL,
1762702608.0740302,1762702608072,1,228.93,17.18,3.93,1.089,28.5,1,532,2001,0.18000000000000016,0.0029999999999998916,3.763333333333333,1.27246649639822,NORMAL,
1762702610.075357,1762702610074,1,228.17,14.7,3.35,1.09,27.6,1,533,2002,-0.5800000000000001,0.001000000000000112,3.6766666666666663,-1.3476600441334237,NORMAL,
1762702612.0770938,1762702612076,1,232.12,16.25,3.77,1.093,27.9,1,534,2002,0.41999999999999993,0.0029999999999998916,3.6833333333333336,0.35434052342046535,NORMAL,
1762702614.07901,1762702614078,1,227.45,15.32,3.48,1.095,28.0,1,535,2002,-0.29000000000000004,0.0020000000000000018,3.533333333333333,-0.30378529966289647,NORMAL,
1762702616.080989,1762702616079,1,228.63,15.21,3.48,1.096,28.9,1,536,2001,0.0,0.001000000000000112,3.5766666666666667,-0.7071067811865476,NORMAL,
1762702618.082651,1762702618081,1,227.29,15.31,3.48,1.098,27.3,1,537,2002,0.0,0.0020000000000000018,3.48,0.0,NORMAL,
1762702620.0845828,1762702620083,1,230.0,14.82,3.41,1.1,28.7,1,538,2002,-0.06999999999999984,0.0020000000000000018,3.456666666666667,-1.414213562373104,NORMAL,
1762702622.086129,1762702622085,1,232.82,16.66,3.88,1.102,28.4,1,539,2002,0.46999999999999975,0.0020000000000000018,3.59,1.4006774632809231,NORMAL,
1762702624.0882251,1762702624087,1,227.71,15.99,3.64,1.104,28.7,1,540,2002,-0.23999999999999977,0.0020000000000000018,3.643333333333333,-0.017370957108778125,NORMAL,
1762702626.0891662,1762702626088,1,231.51,16.57,3.84,1.107,27.3,1,541,2001,0.19999999999999973,0.0029999999999998916,3.7866666666666666,0.5080005080007616,NORMAL,
1762702628.091546,1762702628090,1,231.67,15.36,3.56,1.109,28.1,1,542,2002,-0.2799999999999998,0.0020000000000000018,3.68,-1.0190493307301378,NORMAL,
1762702630.0931132,1762702630092,1,230.97,15.25,3.52,1.111,28.5,1,543,2002,-0.040000000000000036,0.0020000000000000018,3.64,-0.8429272304235258,NORMAL,
1762702632.094927,1762702632094,1,230.71,14.6,3.37,1.112,27.8,1,544,2002,-0.1499999999999999,0.001000000000000112,3.483333333333333,-1.3857365480966726,NORMAL,
1762702634.0966668,1762702634095,1,230.59,15.49,3.57,1.114,29.2,1,545,2001,0.19999999999999973,0.0020000000000000018,3.486666666666667,0.9805806756909179,NORMAL,
1762702636.0988522,1762702636097,1,230.62,15.9,3.67,1.116,27.2,1,546,2002,0.10000000000000009,0.0020000000000000018,3.5366666666666666,1.069044967649698,NORMAL,
1762702638.100939,1762702638099,1,231.83,16.5,3.83,1.119,29.3,1,547,2002,0.16000000000000014,0.0029999999999998916,3.69,1.3074028933658497,NORMAL,
1762702640.1029801,1762702640101,1,229.55,14.52,3.33,1.12,29.4,1,548,2002,-0.5,0.001000000000000112,3.61,-1.3430119067212658,NORMAL,
1762702642.104179,1762702642102,1,232.05,15.15,3.52,1.122,27.2,1,549,2001,0.18999999999999995,0.0020000000000000018,3.56,-0.19410463442478804,NORMAL,
1762702644.106189,1762702644104,1,227.14,16.5,3.75,1.124,29.5,1,550,2002,0.22999999999999998,0.0020000000000000018,3.533333333333333,1.2617197388175319,NORMAL,
1762702646.108146,1762702646106,1,230.71,15.47,3.57,1.126,28.2,1,551,2002,-0.18000000000000016,0.0019999999999997797,3.6133333333333333,-0.4387287495908387,NORMAL,
1762702648.110124,1762702648108,1,227.85,16.43,3.74,1.128,27.6,1,552,2002,0.17000000000000037,0.0020000000000000018,3.686666666666667,0.6457074498170072,NORMAL,
1762702650.112149,1762702650110,1,229.4,16.77,3.85,1.131,28.2,1,553,2002,0.10999999999999988,0.0030000000000001137,3.72,1.1286582063378017,NORMAL,
